It took 15.920997619628906 seconds to calculate the Mandelbrot graph.
It took 0.20399999618530273 seconds to dump the image.
         2697341 function calls (2670085 primitive calls) in 17.469 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 scale.py:309(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:461(LogitTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:1834(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1890(_Edge_integer)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 core.py:3336(GoToColumn)
        1    0.000    0.000    0.000    0.000 core.py:3454(StringEnd)
        1    0.000    0.000    0.000    0.000 core.py:5298(Group)
        4    0.000    0.000    0.000    0.000 results.py:14(__init__)
        1    0.000    0.000    0.000    0.000 results.py:11(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 pyplot.py:624(_xkcd)
        4    0.000    0.000    0.000    0.000 artist.py:719(get_figure)
        2    0.000    0.000    0.000    0.000 artist.py:1092(get_zorder)
        4    0.000    0.000    0.000    0.000 artist.py:1298(mouseover)
        1    0.000    0.000    0.000    0.000 lines.py:1455(VertexSelector)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1283(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3571(ShowBase)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:220(Field)
        2    0.000    0.000    0.000    0.000 dataclasses.py:929(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:606(Vf)
        1    0.000    0.000    0.000    0.000 _mathtext.py:954(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1062(Node)
        1    0.000    0.000    0.000    0.000 widgets.py:1579(Cursor)
        1    0.000    0.000    0.000    0.000 core.py:205(update_nested_dict)
        1    0.000    0.000    0.000    0.000 __init__.py:64(__init__)
        1    0.000    0.000    0.000    0.000 category.py:129(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:179(UnitData)
        1    0.000    0.000    0.000    0.000 dates.py:610(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:643(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1235(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1898(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:372(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1673(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1074(_DOF_estimator_geom)
        4    0.000    0.000    0.000    0.000 axis.py:1426(<dictcomp>)
        3    0.000    0.000    0.000    0.000 gridspec.py:75(get_geometry)
        1    0.000    0.000    0.000    0.000 geo.py:302(HammerTransform)
        1    0.000    0.000    0.000    0.000 polar.py:204(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:260(ThetaTick)
        4    0.000    0.000    0.000    0.000 backend_agg.py:328(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1015(_BackendQT)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:665(decorator)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:374(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:592(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:1499(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:208(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:867(FloatingFormat)
        1    0.000    0.000    0.000    0.000 records.py:88(format_parser)
        2    0.000    0.000    0.000    0.000 index_tricks.py:754(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:125(_realType)
        1    0.000    0.000    0.000    0.000 core.py:825(__init__)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:2057(NullHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        2    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1395(NamedTuple)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 _util.py:5(isPath)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:379(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:504(LogitScale)
        1    0.000    0.000    0.000    0.000 ticker.py:278(FixedFormatter)
        1    0.000    0.000    0.000    0.000 util.py:126(LRUMemo)
        1    0.000    0.000    0.000    0.000 core.py:3367(LineStart)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1482(KeyEvent)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1753(is_saving)
        1    0.000    0.000    0.000    0.000 backend_tools.py:293(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:636(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:327(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1092(Box)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1601(Kern)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1714(Ship)
        1    0.000    0.000    0.000    0.000 patches.py:2774(Arc3)
        1    0.000    0.000    0.000    0.000 text.py:1171(set_rotation)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 rrule.py:1315(_genitem)
        1    0.000    0.000    0.000    0.000 _base.py:97(_TransformedBoundsLocator)
        2    0.000    0.000    0.000    0.000 axis.py:578(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:484(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 geo.py:417(LambertTransform)
        1    0.000    0.000    0.000    0.000 backend_agg.py:600(_BackendAgg)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        1    0.000    0.000    0.000    0.000 __init__.py:29(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:43(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:28(RTLD_for_MKL)
        1    0.000    0.000    0.000    0.000 __init__.py:387(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 pathlib.py:604(__len__)
        2    0.000    0.000    0.000    0.000 numeric.py:214(_ones_like_dispatcher)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1266(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2387(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2609(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        2    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:322(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:1248(<dictcomp>)
        1    0.000    0.000    0.000    0.000 docstring.py:68(_ArtistPropertiesSubstitution)
        2    0.000    0.000    0.000    0.000 colors.py:1163(clip)
        1    0.000    0.000    0.000    0.000 colors.py:1608(LogNorm)
        1    0.000    0.000    0.000    0.000 Image.py:440(_E)
        1    0.000    0.000    0.000    0.000 common.py:25(DTDForbidden)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1139(_ListDataStream)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 scale.py:347(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:486(LogisticTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:1665(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2754(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 core.py:2202(Token)
        1    0.000    0.000    0.000    0.000 core.py:3437(StringStart)
        1    0.000    0.000    0.000    0.000 core.py:5335(Dict)
        1    0.000    0.000    0.000    0.000 cm.py:64(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:427(_IonContext)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1211(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1436(PickEvent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1215(Accent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1551(Glue)
        1    0.000    0.000    0.000    0.000 widgets.py:1507(SubplotTool)
        1    0.000    0.000    0.000    0.000 patches.py:2352(LArrow)
        2    0.000    0.000    0.000    0.000 figure.py:2408(get_tight_layout)
        2    0.000    0.000    0.000    0.000 figure.py:72(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 win.py:259(tzwinlocal)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 units.py:152(DecimalConverter)
        1    0.000    0.000    0.000    0.000 dates.py:1871(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 offsetbox.py:419(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:460(HPacker)
        1    0.000    0.000    0.000    0.000 legend_handler.py:139(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:450(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 geo.py:256(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:347(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 polar.py:227(ThetaLocator)
        1    0.000    0.000    0.000    0.000 _formlayout.py:162(FontLayout)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:653(_register_loader)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:664(_register_writer)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:47(PpmImageFile)
        2    0.000    0.000    0.000    0.000 types.py:125(_calculate_meta)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 parse.py:129(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:313(DefragResult)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 ast.py:247(NodeVisitor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 typing.py:1100(_ProtocolMeta)
